dwc:catalogNumber,dwc:genus,species,Day,Month,Year,Day of the year
u.1267882,sagotia,sagotia brachysepala,29,10,1976,303
48040,sagotia,sagotia brachysepala,20,2,1974,51
112751,sagotia,sagotia brachysepala,20,5,1983,140
,sagotia,sagotia brachysepala,27,11,1980,332
,sagotia,sagotia brachysepala,25,9,1963,268
v0217057f,sagotia,sagotia brachysepala,31,8,1963,243
1065429,sagotia,sagotia brachysepala,26,10,1973,299
1477831,sagotia,sagotia brachysepala,15,2,1971,46
v0528287f,sagotia,sagotia brachysepala,15,9,1989,258
1477841,sagotia,sagotia brachysepala,18,11,1977,322
1477834,sagotia,sagotia brachysepala,27,11,1987,331
1477833,sagotia,sagotia brachysepala,20,8,1986,232
1477843,sagotia,sagotia brachysepala,18,11,1977,322
u.1267913,sagotia,sagotia brachysepala,31,8,1963,243
u.1267924,sagotia,sagotia brachysepala,20,9,1997,263
mpeg.fan 00206382,sagotia,sagotia brachysepala,29,2,2008,60
u.1267896,sagotia,sagotia brachysepala,19,9,1980,263
u.1267888,sagotia,sagotia brachysepala,24,10,1952,298
u.1267893,sagotia,sagotia brachysepala,14,3,1971,73
46670,sagotia,sagotia brachysepala,18,9,1974,261
44391,sagotia,sagotia brachysepala,21,2,1974,52
171070,sagotia,sagotia brachysepala,27,11,1987,331
230425,sagotia,sagotia brachysepala,20,11,2008,325
167474,sagotia,sagotia brachysepala,24,5,1987,144
48035,sagotia,sagotia brachysepala,20,2,1974,51
246808,sagotia,sagotia brachysepala,30,6,2012,182
146216,sagotia,sagotia brachysepala,15,11,1985,319
143735,sagotia,sagotia brachysepala,20,8,1986,232
220709,sagotia,sagotia brachysepala,22,9,1993,265
143758,sagotia,sagotia brachysepala,20,8,1986,232
84011,sagotia,sagotia brachysepala,16,5,1978,136
28882,sagotia,sagotia brachysepala,15,2,1971,46
41361,sagotia,sagotia brachysepala,24,9,1973,267
143775,sagotia,sagotia brachysepala,20,8,1986,232
52628,sagotia,sagotia brachysepala,15,9,1975,258
v0528293f,sagotia,sagotia brachysepala,30,9,1987,273
85744,sagotia,sagotia brachysepala,24,11,1975,328
v0528288f,sagotia,sagotia brachysepala,20,10,1987,293
1477835,sagotia,sagotia brachysepala,20,8,1986,232
u.1267920,sagotia,sagotia brachysepala,21,2,1997,52
u.1267915,sagotia,sagotia brachysepala,21,10,1992,295
u.1267891,sagotia,sagotia brachysepala,18,9,1974,261
l.3795306,sagotia,sagotia brachysepala,18,4,1998,108
rb01168853,sagotia,sagotia brachysepala,16,10,2015,289
1477842,sagotia,sagotia brachysepala,15,11,1985,319
1477838,sagotia,sagotia brachysepala,24,9,1973,267
u.1267886,sagotia,sagotia brachysepala,31,1,1961,31
rb01168855,sagotia,sagotia brachysepala,16,3,2016,76
1477830,sagotia,sagotia brachysepala,18,9,1974,261
u.1267902,sagotia,sagotia brachysepala,26,10,1973,299
u.1267894,sagotia,sagotia brachysepala,23,11,1988,328
u  0075143,sagotia,sagotia brachysepala,19,9,1980,263
u.1267885,sagotia,sagotia brachysepala,31,1,1961,31
u.1267925,sagotia,sagotia brachysepala,25,8,1999,237
u.1267923,sagotia,sagotia brachysepala,15,9,1997,258
u.1267897,sagotia,sagotia brachysepala,27,10,2001,300
u.1267758,sagotia,sagotia brachysepala,20,8,1994,232
43389,sagotia,sagotia brachysepala,26,10,1973,299
u.1267912,sagotia,sagotia brachysepala,31,8,1963,243
u.1267905,sagotia,sagotia brachysepala,15,9,1907,258
97315,sagotia,sagotia brachysepala,21,10,1979,294
v0528289f,sagotia,sagotia brachysepala,19,11,1979,323
1477840,sagotia,sagotia brachysepala,16,2,1971,47
u.1267907,sagotia,sagotia brachysepala,15,2,1971,46
1477848,sagotia,sagotia brachysepala,14,3,1971,73
u.1267890,sagotia,sagotia brachysepala,18,9,1974,261
1477844,sagotia,sagotia brachysepala,16,5,1978,136
rb01392891,sagotia,sagotia brachysepala,20,9,2017,263
u.1267901,sagotia,sagotia brachysepala,21,2,1974,52
u.1267922,sagotia,sagotia brachysepala,18,2,1997,49
u.1267898,sagotia,sagotia brachysepala,25,10,2001,298
u.1267903,sagotia,sagotia brachysepala,24,9,1973,267
u.1267899,sagotia,sagotia brachysepala,22,10,1988,296
u.1267881,sagotia,sagotia brachysepala,29,10,1976,303
u  0075132,sagotia,sagotia brachysepala,21,10,1992,295
u  0046139,sagotia,sagotia brachysepala,15,9,1907,258
u.1267921,sagotia,sagotia brachysepala,21,2,1997,52
l.3795307,sagotia,sagotia brachysepala,18,4,1998,108
1477837,sagotia,sagotia brachysepala,21,2,1974,52
1477832,sagotia,sagotia brachysepala,18,9,1974,261
rb01168865,sagotia,sagotia brachysepala,16,10,2015,289
rb01168864,sagotia,sagotia brachysepala,16,10,2015,289
rb01168851,sagotia,sagotia brachysepala,16,10,2015,289
u.1267892,sagotia,sagotia brachysepala,16,2,1971,47
rb01168868,sagotia,sagotia brachysepala,16,10,2015,289
rb01168866,sagotia,sagotia brachysepala,16,10,2015,289
u.1267911,sagotia,sagotia brachysepala,15,9,1997,258
rb01168850,sagotia,sagotia brachysepala,16,10,2015,289
rb01238245,sagotia,sagotia brachysepala,28,5,2013,148
rb01189162,sagotia,sagotia brachysepala,28,4,2015,118
u.1267757,sagotia,sagotia brachysepala,22,8,1967,234
rb01220486,sagotia,sagotia brachysepala,28,5,2013,148
rb00112358,sagotia,sagotia brachysepala,23,8,1910,235
rb00080544,sagotia,sagotia brachysepala,20,5,1983,140
rb00147879,sagotia,sagotia brachysepala,15,11,1977,319
tex00533744,sagotia,sagotia brachysepala,18,11,1977,322
rb01168869,sagotia,sagotia brachysepala,16,10,2015,289
rb00113316,sagotia,sagotia brachysepala,14,5,1983,134
rb01168852,sagotia,sagotia brachysepala,16,10,2015,289
rb01238246,sagotia,sagotia brachysepala,28,5,2013,148
rb00112366,sagotia,sagotia brachysepala,15,9,1907,258
rb00088451,sagotia,sagotia brachysepala,21,10,1979,294
rb00112354,sagotia,sagotia brachysepala,18,6,1987,169
rb00088415,sagotia,sagotia brachysepala,27,11,1987,331
2832738,sagotia,sagotia brachysepala,29,10,1976,303
3150119,sagotia,sagotia brachysepala,22,9,1993,265
152885,sagotia,sagotia brachysepala,13,7,1992,195
3748,sagotia,sagotia brachysepala,24,5,1988,145
138515,sagotia,sagotia brachysepala,21,10,1985,294
235777,sagotia,sagotia brachysepala,24,5,1987,144
139584,sagotia,sagotia brachysepala,14,6,1989,165
147215,sagotia,sagotia brachysepala,30,5,1990,150
1090126,sagotia,sagotia brachysepala,20,8,1994,232
2958628,sagotia,sagotia brachysepala,31,8,1963,243
149094,sagotia,sagotia brachysepala,13,9,1990,256
100250822,sagotia,sagotia brachysepala,27,11,1987,331
2960739,sagotia,sagotia brachysepala,24,9,1973,267
2958506,sagotia,sagotia brachysepala,18,9,1974,261
2957932,sagotia,sagotia brachysepala,18,9,1974,261
2958264,sagotia,sagotia brachysepala,14,5,1983,134
2958148,sagotia,sagotia brachysepala,24,3,1988,84
144314,sagotia,sagotia brachysepala,18,9,1990,261
2845484,sagotia,sagotia brachysepala,25,9,1963,268
2960607,sagotia,sagotia brachysepala,22,4,1988,113
100697298,sagotia,sagotia brachysepala,28,9,2013,271
2958511,sagotia,sagotia brachysepala,21,10,1992,295
1845057,sagotia,sagotia brachysepala,26,6,1980,178
155212,sagotia,sagotia brachysepala,26,5,1988,147
1840164,sagotia,sagotia brachysepala,30,7,1978,211
2958202,sagotia,sagotia brachysepala,21,10,1979,294
1288718,sagotia,sagotia brachysepala,18,4,1998,108
2959561,sagotia,sagotia brachysepala,15,6,1982,166
144093,sagotia,sagotia brachysepala,14,12,1989,348
2958898,sagotia,sagotia brachysepala,24,3,1988,84
145178,sagotia,sagotia brachysepala,28,7,1985,209
2958583,sagotia,sagotia brachysepala,29,10,1976,303
2959726,sagotia,sagotia brachysepala,29,9,1985,272
2960189,sagotia,sagotia brachysepala,30,3,1953,89
2958686,sagotia,sagotia brachysepala,24,3,1988,84
2958982,sagotia,sagotia brachysepala,19,4,1988,110
2958417,sagotia,sagotia brachysepala,15,2,1971,46
2959442,sagotia,sagotia brachysepala,27,9,1984,271
2959382,sagotia,sagotia brachysepala,23,8,1987,235
7245,sagotia,sagotia brachysepala,23,11,2011,327
60306,sagotia,sagotia brachysepala,18,6,1987,169
2958764,sagotia,sagotia brachysepala,26,10,1973,299
148116,sagotia,sagotia brachysepala,20,10,1984,294
1844208,sagotia,sagotia brachysepala,22,6,1980,174
1310652,sagotia,sagotia brachysepala,24,3,1982,83
2960163,sagotia,sagotia brachysepala,25,9,1963,268
2959789,sagotia,sagotia brachysepala,18,11,1977,322
489914,sagotia,sagotia brachysepala,18,8,2016,231
101197975,sagotia,sagotia brachysepala,19,8,2009,231
2958887,sagotia,sagotia brachysepala,21,2,1974,52
1311137,sagotia,sagotia brachysepala,28,3,1982,87
17527,sagotia,sagotia brachysepala,15,6,2017,166
13337,sagotia,sagotia brachysepala,28,7,2016,210
13554,sagotia,sagotia brachysepala,18,8,2016,231
152627,sagotia,sagotia brachysepala,30,6,1992,182
179154,sagotia,sagotia brachysepala,17,8,1990,229
54450,sagotia,sagotia brachysepala,18,6,1987,169
2958193,sagotia,sagotia brachysepala,15,6,1982,166
144265,sagotia,sagotia brachysepala,18,9,1990,261
36270,sagotia,sagotia brachysepala,18,6,1987,169
24392,sagotia,sagotia brachysepala,30,7,2014,211
1843796,sagotia,sagotia brachysepala,19,6,1980,171
5152,sagotia,sagotia brachysepala,18,11,1977,322
2958792,sagotia,sagotia brachysepala,21,5,1988,142
144293,sagotia,sagotia brachysepala,18,9,1990,261
2958077,sagotia,sagotia brachysepala,18,9,1991,261
1843981,sagotia,sagotia brachysepala,20,6,1980,172
487951,sagotia,sagotia brachysepala,16,10,2015,289
2959677,sagotia,sagotia brachysepala,21,5,1967,141
487948,sagotia,sagotia brachysepala,16,10,2015,289
6728,sagotia,sagotia brachysepala,18,6,1987,169
487953,sagotia,sagotia brachysepala,16,10,2015,289
3538020,sagotia,sagotia brachysepala,22,9,1993,265
500004,sagotia,sagotia brachysepala,29,10,2015,302
502151,sagotia,sagotia brachysepala,28,3,2013,87
125801,sagotia,sagotia brachysepala,20,8,1986,232
15315,sagotia,sagotia brachysepala,18,6,1987,169
487949,sagotia,sagotia brachysepala,16,10,2015,289
3470363,sagotia,sagotia brachysepala,18,4,1998,108
47037,sagotia,sagotia brachysepala,14,5,1983,134
5008,sagotia,sagotia brachysepala,16,5,1978,136
235797,sagotia,sagotia brachysepala,16,7,2015,197
47039,sagotia,sagotia brachysepala,16,5,1978,136
235792,sagotia,sagotia brachysepala,18,10,2015,291
163009,sagotia,sagotia brachysepala,18,6,1987,169
235780,sagotia,sagotia brachysepala,20,11,2008,325
67456,sagotia,sagotia brachysepala,23,11,2011,327
186387,sagotia,sagotia brachysepala,27,9,1980,271
195634,sagotia,sagotia brachysepala,2,10,1998,275
,sagotia,sagotia brachysepala,9,7,1998,190
v0461444f,sagotia,sagotia brachysepala,7,9,1998,250
2959918,sagotia,sagotia brachysepala,8,8,1980,221
rb01094679,sagotia,sagotia brachysepala,11,5,2014,131
,sagotia,sagotia brachysepala,7,9,1989,250
mpeg.fan 00170392,sagotia,sagotia brachysepala,9,4,2003,99
60609,sagotia,sagotia brachysepala,3,3,1979,62
26179,sagotia,sagotia brachysepala,2,3,1969,61
134349,sagotia,sagotia brachysepala,11,12,1983,345
84971,sagotia,sagotia brachysepala,3,3,1979,62
u.1267918,sagotia,sagotia brachysepala,11,5,1997,131
156076,sagotia,sagotia brachysepala,8,8,1986,220
1477829,sagotia,sagotia brachysepala,11,9,1986,254
1477845,sagotia,sagotia brachysepala,8,10,1961,281
1065430,sagotia,sagotia brachysepala,6,7,1977,187
1477849,sagotia,sagotia brachysepala,8,10,1961,281
1477846,sagotia,sagotia brachysepala,11,9,1936,255
u  0075126,sagotia,sagotia brachysepala,8,10,1961,281
2959339,sagotia,sagotia brachysepala,8,8,1991,220
1065426,sagotia,sagotia brachysepala,6,7,1977,187
1065427,sagotia,sagotia brachysepala,6,7,1977,187
1477847,sagotia,sagotia brachysepala,8,10,1961,281
148200,sagotia,sagotia brachysepala,11,8,1988,224
1065428,sagotia,sagotia brachysepala,6,7,1977,187
1477836,sagotia,sagotia brachysepala,11,8,1957,223
rb01094678,sagotia,sagotia brachysepala,11,5,2014,131
1065425,sagotia,sagotia brachysepala,4,4,1993,94
1477850,sagotia,sagotia brachysepala,11,9,1936,255
u.1267908,sagotia,sagotia brachysepala,1,1,1938,1
2959690,sagotia,sagotia brachysepala,2,8,1986,214
153586,sagotia,sagotia brachysepala,1,9,1988,245
2959406,sagotia,sagotia brachysepala,3,12,1994,337
2960003,sagotia,sagotia brachysepala,3,8,1988,216
2958109,sagotia,sagotia brachysepala,4,4,1993,94
2960427,sagotia,sagotia brachysepala,5,8,1988,218
2960523,sagotia,sagotia brachysepala,8,8,1966,220
2958998,sagotia,sagotia brachysepala,1,10,1938,274
3279469,sagotia,sagotia brachysepala,3,7,1994,184
143130,sagotia,sagotia brachysepala,6,8,1989,218
2960509,sagotia,sagotia brachysepala,2,8,1990,214
2960237,sagotia,sagotia brachysepala,3,4,1977,93
145053,sagotia,sagotia brachysepala,6,2,1987,37
138724,sagotia,sagotia brachysepala,9,10,1986,282
2958322,sagotia,sagotia brachysepala,10,8,1961,222
2958791,sagotia,sagotia brachysepala,5,9,1988,249
2958382,sagotia,sagotia brachysepala,9,4,1989,99
2960790,sagotia,sagotia brachysepala,8,8,1976,221
2958002,sagotia,sagotia brachysepala,9,11,1936,314
2957951,sagotia,sagotia brachysepala,7,3,1984,67
2958373,sagotia,sagotia brachysepala,10,8,1961,222
2958439,sagotia,sagotia brachysepala,5,8,1988,218
2960252,sagotia,sagotia brachysepala,8,8,1989,220
2958152,sagotia,sagotia brachysepala,2,12,1938,336
7540,sagotia,sagotia brachysepala,1,11,2012,306
127720,sagotia,sagotia brachysepala,6,7,1977,187
169909,sagotia,sagotia brachysepala,11,9,1985,254
87541,sagotia,sagotia brachysepala,8,8,1979,220
u.1267916,sagotia,sagotia brachysepala,7,9,1989,250
u.1267906,sagotia,sagotia brachysepala,1,1,1936,1
13570,sagotia,sagotia brachysepala,8,10,1961,281
148394,sagotia,sagotia brachysepala,11,9,1986,254
1477851,sagotia,sagotia brachysepala,3,3,1979,62
u.1267904,sagotia,sagotia brachysepala,1,8,1923,213
1477839,sagotia,sagotia brachysepala,2,3,1969,61
rb01094677,sagotia,sagotia brachysepala,11,5,2014,131
u  0075133,sagotia,sagotia brachysepala,10,10,1992,284
235784,sagotia,sagotia brachysepala,8,8,1979,220
17473,sagotia,sagotia brachysepala,5,3,2017,64
rb00907542,sagotia,sagotia brachysepala,7,12,2014,341
156082,sagotia,sagotia brachysepala,8,8,1986,220
p00950842,sagotia,sagotia brachysepala,7,5,1997,127
2958617,sagotia,sagotia brachysepala,7,6,1977,158
3478490,sagotia,sagotia brachysepala,3,12,1994,337
u.1267895,sagotia,sagotia brachysepala,12,3,1994,71
2958578,sagotia,sagotia brachysepala,8,8,1966,220
2959236,sagotia,sagotia brachysepala,8,8,1979,220
,sagotia,sagotia brachysepala,5,11,1997,309
u  0075138,sagotia,sagotia brachysepala,4,9,1989,247
149231,sagotia,sagotia brachysepala,10,11,1987,314
17100,sagotia,sagotia brachysepala,5,9,2017,248
17101,sagotia,sagotia brachysepala,5,9,2017,248
u.1267883,sagotia,sagotia brachysepala,12,11,1982,316
u  0075136,sagotia,sagotia brachysepala,7,9,1989,250
17469,sagotia,sagotia brachysepala,5,2,2017,36
2959168,sagotia,sagotia brachysepala,8,8,1967,220
u.1267889,sagotia,sagotia brachysepala,10,10,1952,284
u.1267917,sagotia,sagotia brachysepala,4,9,1989,247
u.1267900,sagotia,sagotia brachysepala,7,3,1994,66
143098,sagotia,sagotia brachysepala,6,11,1989,310
u.1267887,sagotia,sagotia brachysepala,8,10,1961,281
17098,sagotia,sagotia brachysepala,5,9,2017,248
2960458,sagotia,sagotia brachysepala,9,7,1989,190
2958547,sagotia,sagotia brachysepala,3,2,1969,34
rb01094689,sagotia,sagotia brachysepala,2,10,2015,275
487950,sagotia,sagotia brachysepala,2,10,2015,275
rb01032068,sagotia,sagotia brachysepala,6,4,2015,96
487946,sagotia,sagotia brachysepala,11,5,2014,131
,sagotia,sagotia brachysepala,5,7,1997,186
3478491,sagotia,sagotia brachysepala,3,7,1994,184
u.1267926,sagotia,sagotia brachysepala,7,9,1983,250
u.1267914,sagotia,sagotia brachysepala,10,10,1992,284
rb01094690,sagotia,sagotia brachysepala,2,10,2015,275
rb01094688,sagotia,sagotia brachysepala,2,10,2015,275
487945,sagotia,sagotia brachysepala,2,10,2015,275
u.1267884,sagotia,sagotia brachysepala,1,10,1976,275
5867,sagotia,sagotia brachysepala,4,4,1993,94
rb00088475,sagotia,sagotia brachysepala,11,5,1987,131
3280364,sagotia,sagotia brachysepala,9,2,1993,40
rb00088514,sagotia,sagotia brachysepala,8,1,1923,8
235802,sagotia,sagotia brachysepala,10,2,1998,41
rb00112582,sagotia,sagotia brachysepala,7,3,1984,67
,peltogyne,peltogyne pauciflora,18,2,1974,49
,peltogyne,peltogyne pauciflora,20,2,1974,51
75768,peltogyne,peltogyne pauciflora,19,7,1840,201
,peltogyne,peltogyne pauciflora,17,12,1981,351
,peltogyne,peltogyne pauciflora,23,10,1969,296
,peltogyne,peltogyne pauciflora,20,2,1936,51
rb00146192,peltogyne,peltogyne pauciflora,17,2,1984,48
49208,peltogyne,peltogyne pauciflora,24,6,1964,176
582337,peltogyne,peltogyne pauciflora,18,2,1974,49
,peltogyne,peltogyne pauciflora,19,5,1995,139
,peltogyne,peltogyne pauciflora,13,3,1985,72
,peltogyne,peltogyne pauciflora,26,6,1983,177
582338,peltogyne,peltogyne pauciflora,19,5,1995,139
979897,peltogyne,peltogyne pauciflora,24,11,1964,329
49206,peltogyne,peltogyne pauciflora,14,12,1970,348
p00835798,peltogyne,peltogyne pauciflora,22,4,1840,113
rb00146178,peltogyne,peltogyne pauciflora,20,2,1974,51
rb00182453,peltogyne,peltogyne pauciflora,19,1,2005,19
182572,peltogyne,peltogyne pauciflora,17,2,1984,48
223645,peltogyne,peltogyne pauciflora,24,2,1997,55
u.1601596,peltogyne,peltogyne pauciflora,20,2,1974,51
u.1601595,peltogyne,peltogyne pauciflora,18,2,1974,49
s17/23191,peltogyne,peltogyne pauciflora,14,4,2016,105
p00252899,peltogyne,peltogyne pauciflora,18,2,1974,49
rb01403566,peltogyne,peltogyne pauciflora,15,2,1980,46
rb00685218,peltogyne,peltogyne pauciflora,31,1,1985,31
rb00146206,peltogyne,peltogyne pauciflora,22,3,1984,82
rb01403568,peltogyne,peltogyne pauciflora,17,2,1984,48
rb01415489,peltogyne,peltogyne pauciflora,24,7,2018,205
rb01372426,peltogyne,peltogyne pauciflora,23,2,1999,54
p00252900,peltogyne,peltogyne pauciflora,20,2,1974,51
rb00592017,peltogyne,peltogyne pauciflora,30,6,2007,181
rb00146197,peltogyne,peltogyne pauciflora,31,3,1959,90
75769,peltogyne,peltogyne pauciflora,19,7,1840,201
rb00146210,peltogyne,peltogyne pauciflora,24,11,1964,329
rb01339653,peltogyne,peltogyne pauciflora,20,3,2006,79
rb00146228,peltogyne,peltogyne pauciflora,14,12,1970,348
rb00146176,peltogyne,peltogyne pauciflora,13,12,1972,348
rb00146198,peltogyne,peltogyne pauciflora,23,10,1969,296
rb00146214,peltogyne,peltogyne pauciflora,23,3,1972,83
rb00146223,peltogyne,peltogyne pauciflora,30,1,1970,30
45330,peltogyne,peltogyne pauciflora,26,11,1995,330
63506,peltogyne,peltogyne pauciflora,23,6,1996,175
76262,peltogyne,peltogyne pauciflora,22,2,2002,53
118470,peltogyne,peltogyne pauciflora,13,4,2007,103
19390,peltogyne,peltogyne pauciflora,22,1,2013,22
23674,peltogyne,peltogyne pauciflora,21,11,1978,325
24430,peltogyne,peltogyne pauciflora,23,2,1999,54
44853,peltogyne,peltogyne pauciflora,22,4,1978,112
34187,peltogyne,peltogyne pauciflora,20,6,2004,172
34437,peltogyne,peltogyne pauciflora,18,4,2005,108
88061,peltogyne,peltogyne pauciflora,18,2,1998,49
9102,peltogyne,peltogyne pauciflora,13,12,1972,348
24424,peltogyne,peltogyne pauciflora,21,2,1999,52
43024,peltogyne,peltogyne pauciflora,22,4,1978,112
2756021,peltogyne,peltogyne pauciflora,18,2,1974,49
34411,peltogyne,peltogyne pauciflora,21,3,2005,80
3253000,peltogyne,peltogyne pauciflora,18,2,1974,49
21010,peltogyne,peltogyne pauciflora,24,2,2005,55
3252827,peltogyne,peltogyne pauciflora,20,2,1974,51
81495,peltogyne,peltogyne pauciflora,28,2,1989,59
159900,peltogyne,peltogyne pauciflora,19,5,2001,139
749,peltogyne,peltogyne pauciflora,13,6,1985,164
59430,peltogyne,peltogyne pauciflora,30,3,2001,89
81077,peltogyne,peltogyne pauciflora,21,2,1998,52
59544,peltogyne,peltogyne pauciflora,17,2,1984,48
155188,peltogyne,peltogyne pauciflora,26,11,1995,330
16616,peltogyne,peltogyne pauciflora,13,3,1985,72
44852,peltogyne,peltogyne pauciflora,16,11,1995,320
23273,peltogyne,peltogyne pauciflora,23,2,1996,54
54181,peltogyne,peltogyne pauciflora,17,2,1984,48
93022,peltogyne,peltogyne pauciflora,27,4,2001,117
89832,peltogyne,peltogyne pauciflora,17,3,2014,76
85853,peltogyne,peltogyne pauciflora,17,10,1990,290
74953,peltogyne,peltogyne pauciflora,18,1,2006,18
29747,peltogyne,peltogyne pauciflora,25,5,1974,145
30101,peltogyne,peltogyne pauciflora,17,12,1981,351
90774,peltogyne,peltogyne pauciflora,17,4,2001,107
31448,peltogyne,peltogyne pauciflora,31,1,2003,31
2150,peltogyne,peltogyne pauciflora,14,2,1951,45
37461,peltogyne,peltogyne pauciflora,20,4,2002,110
192323,peltogyne,peltogyne pauciflora,26,11,2004,331
68898,peltogyne,peltogyne pauciflora,14,12,1996,349
42594,peltogyne,peltogyne pauciflora,26,6,1983,177
16332,peltogyne,peltogyne pauciflora,23,3,1972,83
45796,peltogyne,peltogyne pauciflora,19,7,1978,200
104741,peltogyne,peltogyne pauciflora,13,4,2001,103
226194,peltogyne,peltogyne pauciflora,24,11,1964,329
111793,peltogyne,peltogyne pauciflora,19,1,2005,19
111797,peltogyne,peltogyne pauciflora,21,4,2005,111
166603,peltogyne,peltogyne pauciflora,22,11,2010,326
6392,peltogyne,peltogyne pauciflora,17,7,1991,198
37077,peltogyne,peltogyne pauciflora,13,3,1985,72
34409,peltogyne,peltogyne pauciflora,21,3,2005,80
1878,peltogyne,peltogyne pauciflora,29,9,1950,272
19314,peltogyne,peltogyne pauciflora,16,6,1995,167
106515,peltogyne,peltogyne pauciflora,17,10,1990,290
102222,peltogyne,peltogyne pauciflora,19,5,2001,139
528,peltogyne,peltogyne pauciflora,29,11,1941,333
24778,peltogyne,peltogyne pauciflora,17,2,1984,48
82620,peltogyne,peltogyne pauciflora,19,6,2008,171
2356,peltogyne,peltogyne pauciflora,27,1,2006,27
94635,peltogyne,peltogyne pauciflora,18,7,1979,199
93435,peltogyne,peltogyne pauciflora,30,1,2019,30
23116,peltogyne,peltogyne pauciflora,24,5,1991,144
18662,peltogyne,peltogyne pauciflora,19,5,1995,139
57968,peltogyne,peltogyne pauciflora,14,2,1951,45
56205,peltogyne,peltogyne pauciflora,19,5,2001,139
171365,peltogyne,peltogyne pauciflora,26,11,2004,331
75905,peltogyne,peltogyne pauciflora,23,3,1972,83
10399,peltogyne,peltogyne pauciflora,20,2,1974,51
15406,peltogyne,peltogyne pauciflora,23,3,1972,83
34328,peltogyne,peltogyne pauciflora,18,1,2005,18
10391,peltogyne,peltogyne pauciflora,18,2,1974,49
29361,peltogyne,peltogyne pauciflora,20,2,2002,51
408,peltogyne,peltogyne pauciflora,24,12,1984,359
